case,draw,strength,passed,failed,gate 1,gate 2,gate 3,gate 4,gate 5,gate 6,gate 7,Sharpe,alpha,costs a year,appraisal ratio,effective trials,DSR,neighbours holding the base,DSR against 10,DSR against 30,DSR against 100
planted 0.8,168,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.84079,0.050733,0.011091,0.94145,1,0.99999,0,0.99196,0.972,0.92735
late slow timing,168,0.0,False,3,True,True,False,True,False,False,True,1.1231,0.09135,0.0040534,0.49564,1,0.94585,0,,,
rotation,168,0.0,False,2,True,False,False,False,False,False,True,0.67313,-0.0030468,0.0021345,-0.11767,2,0.18493,0,,,
binary rotation,168,0.0,False,3,True,True,False,False,False,False,True,0.70965,0.0058189,0.0033144,0.13504,2,0.50263,0,,,
top sector,168,0.0,False,2,True,False,False,False,False,False,True,0.53551,-0.012227,0.0033156,-0.12174,1,0.33305,2,,,
near benchmark,168,0.0,False,3,True,True,False,False,False,True,True,0.71578,0.0023016,0.0011125,0.20118,2,0.54967,0,,,
timing,169,0.0,False,2,True,False,False,False,False,False,True,0.41857,-0.019709,0.011474,-0.35105,1,0.061018,0,,,
slow timing,169,0.0,False,3,True,True,False,False,False,True,False,0.61772,0.012374,0.0024507,0.26529,1,0.87298,0,,,
selection,169,0.0,False,2,True,False,False,False,False,False,True,0.51538,-0.001586,0.011029,-0.02972,10,0.043144,0,,,
slow selection,169,0.0,False,3,True,True,False,False,False,False,True,0.60709,0.010878,0.0026759,0.21624,10,0.14166,0,,,
planted 0.5,169,0.013413153777783005,False,7,True,True,True,True,True,True,False,0.827,0.051127,0.011324,0.96846,1,0.99999,0,0.99283,0.97439,0.93218
planted 0.8,169,0.018388610058729223,False,7,True,True,True,True,True,True,False,0.81681,0.051398,0.011142,0.9012,1,0.99998,0,0.99369,0.97707,0.93831
late slow timing,169,0.0,False,2,True,False,False,False,False,False,True,0.50772,-0.099075,0.0038486,-0.39414,1,0.13538,1,,,
rotation,169,0.0,False,2,True,False,False,False,False,False,False,0.64486,-0.007696,0.0024647,-0.26931,2,0.068125,0,,,
binary rotation,169,0.0,False,2,True,False,False,False,False,False,True,0.69651,0.0034517,0.0040318,0.080536,2,0.40165,0,,,
top sector,169,0.0,False,2,True,False,False,False,False,False,True,0.57683,0.00054261,0.0032903,0.0052433,2,0.30873,0,,,
near benchmark,169,0.0,False,2,True,False,False,False,False,True,True,0.70145,-6.0794e-05,0.0010797,-0.0051859,2,0.29489,0,,,
timing,170,0.0,False,2,True,False,False,False,False,False,False,0.48246,-0.0070965,0.010883,-0.12566,1,0.27075,0,,,
slow timing,170,0.0,False,2,True,False,False,False,False,False,True,0.54728,0.00038303,0.0025559,0.0071221,1,0.51248,0,,,
selection,170,0.0,False,2,True,False,True,False,False,True,True,0.56017,0.0057097,0.011012,0.1021,10,0.027795,0,,,
slow selection,170,0.0,False,3,True,True,False,False,False,False,False,0.6499,0.018165,0.0021722,0.40057,10,0.37211,0,,,
planted 0.5,170,0.013413153777783005,False,7,True,True,True,True,True,True,False,0.81717,0.050467,0.011095,0.83328,1,0.99992,0,0.98587,0.9555,0.89417
planted 0.8,170,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.85636,0.057777,0.011242,0.94917,1,0.99995,0,0.98705,0.95841,0.89948
late slow timing,170,0.0,False,1,False,True,True,True,True,False,True,1.1942,0.11312,0.0022432,0.6287,1,0.97943,0,,,
rotation,170,0.0,False,2,True,False,False,False,False,False,True,0.68706,-0.00055436,0.0022287,-0.021517,2,0.27948,0,,,
binary rotation,170,0.0,False,3,True,True,False,False,False,False,True,0.69916,0.003466,0.0032263,0.085899,2,0.4071,0,,,
top sector,170,0.0,False,4,True,True,True,False,False,False,False,0.75525,0.036658,0.0028433,0.32635,2,0.7157,1,,,
near benchmark,170,0.0,False,4,True,True,True,False,False,True,True,0.72877,0.0044732,0.0010973,0.36517,2,0.73533,0,,,
timing,171,0.0,False,2,True,False,False,False,False,False,True,0.51413,-0.0021681,0.011267,-0.038867,1,0.42628,0,,,
slow timing,171,0.0,False,3,True,True,False,False,False,False,True,0.62107,0.012373,0.0020627,0.28334,1,0.89259,0,,,
selection,171,0.0,False,2,True,False,True,False,False,True,True,0.57781,0.0086827,0.011217,0.15972,10,0.11629,0,,,
slow selection,171,0.0,False,4,True,True,True,False,False,True,True,0.65685,0.018608,0.0021587,0.40136,10,0.50676,0,,,
planted 0.5,171,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.6429,0.018683,0.011309,0.35796,1,0.93749,0,0.48688,0.29831,0.16249
planted 0.8,171,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.85973,0.053935,0.010866,1.0494,1,0.99999,0,0.99701,0.98796,0.96434
late slow timing,171,0.0,False,2,True,False,False,False,False,False,True,0.69436,0.0079398,0.0049953,0.032969,1,0.54645,0,,,
rotation,171,0.0,False,2,True,False,False,False,False,False,True,0.68524,-0.0010681,0.002208,-0.044489,2,0.24443,0,,,
binary rotation,171,0.0,False,2,True,False,False,False,False,False,True,0.61547,-0.01104,0.0043845,-0.251,2,0.089913,0,,,
top sector,171,0.0,False,2,True,False,False,False,False,False,True,0.69053,0.024564,0.0044962,0.20785,1,0.74789,0,,,
near benchmark,171,0.0,False,2,True,False,False,False,False,True,True,0.68822,-0.0022305,0.0010893,-0.18361,2,0.12498,0,,,
timing,172,0.0,False,2,True,False,False,False,False,False,True,0.5225,-0.00072097,0.011179,-0.013473,2,0.27967,0,,,
slow timing,172,0.0,False,2,True,False,False,False,False,False,True,0.44807,-0.018486,0.002336,-0.40135,1,0.045034,0,,,
selection,172,0.0,False,2,True,False,False,False,False,False,True,0.51699,-0.0020659,0.011345,-0.038739,10,0.041025,0,,,
slow selection,172,0.0,False,3,True,True,False,False,False,True,True,0.62424,0.012851,0.0026003,0.29096,10,0.34075,0,,,
planted 0.5,172,0.013413153777783005,False,2,True,False,True,False,False,True,True,0.56873,0.0098177,0.011528,0.16582,1,0.78804,0,0.2204,0.10234,0.042323
planted 0.8,172,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.83905,0.053249,0.011484,0.95165,1,0.99999,0,0.9923,0.97296,0.92937
late slow timing,172,0.0,False,2,True,False,False,False,False,False,False,0.84766,0.057048,0.0033531,0.30773,1,0.83859,0,,,
rotation,172,0.0,False,2,True,False,False,False,False,False,True,0.66937,-0.0036507,0.0026899,-0.1356,2,0.16515,0,,,
binary rotation,172,0.0,False,2,True,False,False,False,False,False,True,0.58619,-0.017209,0.0030366,-0.42097,2,0.028851,0,,,
top sector,172,0.0,False,2,True,False,False,False,False,False,True,0.49385,-0.014319,0.0049689,-0.10648,2,0.18491,0,,,
near benchmark,172,0.0,False,2,True,False,False,False,False,True,True,0.70307,0.00019464,0.0011746,0.017202,2,0.32368,0,,,
timing,173,0.0,False,2,True,False,False,False,False,False,True,0.45625,-0.012056,0.01131,-0.21158,1,0.14771,0,,,
slow timing,173,0.0,False,6,True,True,True,True,True,False,True,0.65584,0.019422,0.0023188,0.43046,1,0.96495,0,,,
selection,173,0.0,False,2,True,False,False,False,False,False,False,0.51185,-0.0027287,0.01132,-0.048658,10,0.038702,0,,,
slow selection,173,0.0,False,4,True,True,True,False,False,True,False,0.64802,0.017296,0.0025547,0.40562,10,0.25783,0,,,
planted 0.5,173,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.75242,0.040727,0.011054,0.73053,1,0.99947,0,0.95509,0.88442,0.77035
planted 0.8,173,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.8591,0.059003,0.011843,0.98036,1,1,0,0.99508,0.98152,0.94867
late slow timing,173,0.0,False,2,True,False,False,False,False,False,True,0.41842,-0.027305,0.0023582,-0.15011,2,0.17973,0,,,
rotation,173,0.0,False,2,True,False,False,False,False,False,True,0.65667,-0.0062787,0.0021746,-0.27475,2,0.08055,0,,,
binary rotation,173,0.0,False,2,True,False,False,False,False,False,True,0.61043,-0.012199,0.0044063,-0.28765,2,0.059749,0,,,
top sector,173,0.0,False,5,True,True,True,True,False,True,True,0.88739,0.060029,0.0044156,0.54451,1,0.96945,0,,,
near benchmark,173,0.0,False,2,True,False,False,False,False,True,True,0.70207,6.0578e-05,0.0011244,0.0050187,2,0.30745,0,,,
timing,174,0.0,False,2,True,False,False,False,False,False,True,0.4515,-0.013474,0.010854,-0.24506,1,0.13049,0,,,
slow timing,174,0.0,False,2,True,False,False,False,False,False,True,0.54261,-0.00062109,0.0023421,-0.011651,1,0.48049,0,,,
selection,174,0.0,False,2,True,False,True,False,False,False,False,0.55413,0.0044223,0.011633,0.082532,10,0.10601,0,,,
slow selection,174,0.0,False,3,True,True,False,False,False,False,True,0.66739,0.021595,0.0023778,0.44069,10,0.44634,0,,,
planted 0.5,174,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.72429,0.033974,0.01162,0.58879,1,0.99651,0,0.87061,0.73642,0.57019
planted 0.8,174,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.72518,0.033226,0.011044,0.57825,1,0.99478,0,0.79171,0.62393,0.4446
late slow timing,174,0.0,False,2,True,False,False,False,False,False,True,0.41095,-0.10537,0.003786,-0.47977,1,0.07949,0,,,
rotation,174,0.0,False,2,True,False,False,False,False,False,True,0.61075,-0.014276,0.0027401,-0.55047,2,0.0055127,0,,,
binary rotation,174,0.0,False,2,True,False,False,False,False,False,True,0.64509,-0.0061749,0.004232,-0.15113,2,0.13056,0,,,
top sector,174,0.0,False,2,True,False,False,False,False,False,True,0.41031,-0.031468,0.0033861,-0.32706,1,0.11788,0,,,
near benchmark,174,0.0,False,2,True,False,False,False,False,True,True,0.70232,7.6886e-05,0.0011992,0.0067196,2,0.31007,0,,,
timing,175,0.0,False,2,True,False,False,False,False,False,True,0.52087,-0.00084518,0.010902,-0.015699,1,0.47193,0,,,
slow timing,175,0.0,False,3,True,True,False,False,False,False,True,0.61987,0.012735,0.0027346,0.27531,1,0.87927,0,,,
selection,175,0.0,False,2,True,False,True,False,False,True,True,0.5646,0.0067242,0.011128,0.11881,10,0.128,0,,,
slow selection,175,0.0,False,3,True,True,False,False,False,False,True,0.605,0.010384,0.0023724,0.20951,10,0.2272,0,,,
planted 0.5,175,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.63117,0.019246,0.011331,0.32338,1,0.93394,0,0.47258,0.28591,0.15373
planted 0.8,175,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.83297,0.052059,0.011025,0.95983,1,0.99999,0,0.99693,0.98745,0.96254
late slow timing,175,0.0,False,2,True,False,False,False,False,False,False,0.92432,0.057012,0.0039442,0.27227,1,0.81292,0,,,
rotation,175,0.0,False,2,True,False,False,False,False,False,True,0.68333,-0.0010773,0.002524,-0.039593,2,0.24992,0,,,
binary rotation,175,0.0,False,2,True,False,False,False,False,False,True,0.65516,-0.0037293,0.0037949,-0.082126,2,0.21547,0,,,
top sector,175,0.0,False,3,True,True,False,False,False,False,True,0.73202,0.02841,0.0039505,0.26171,1,0.82255,1,,,
near benchmark,175,0.0,False,2,True,False,False,False,False,True,False,0.70544,0.00060554,0.0011919,0.051816,2,0.36386,0,,,
timing,176,0.0,False,2,True,False,False,False,False,False,True,0.34903,-0.032433,0.011426,-0.52997,1,0.01236,0,,,
slow timing,176,0.0,False,2,True,False,False,False,False,True,True,0.51847,-0.0062752,0.0023913,-0.13671,1,0.28763,0,,,
selection,176,0.0,False,2,True,False,False,False,False,False,True,0.51324,-0.0010634,0.0117,-0.017803,10,0.049211,0,,,
slow selection,176,0.0,False,4,True,True,True,False,False,True,True,0.67811,0.022567,0.0023398,0.50661,11,0.60258,0,,,
planted 0.5,176,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.75469,0.040148,0.011226,0.69393,1,0.99945,0,0.93638,0.84679,0.71307
planted 0.8,176,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.69633,0.029875,0.011222,0.55654,1,0.9847,0,0.70432,0.51635,0.33961
late slow timing,176,0.0,False,2,True,False,False,False,False,False,True,0.51365,-0.044667,0.0047618,-0.24175,1,0.22842,0,,,
rotation,176,0.0,False,2,True,False,False,False,False,False,True,0.65297,-0.0065375,0.002584,-0.24524,2,0.067367,0,,,
binary rotation,176,0.0,False,2,True,False,False,False,False,True,True,0.61037,-0.012642,0.004083,-0.30336,2,0.04357,0,,,
top sector,176,0.0,False,2,True,False,False,False,False,True,True,0.67438,0.014004,0.004701,0.1357,2,0.48351,0,,,
near benchmark,176,0.0,False,2,True,False,False,False,False,True,True,0.70242,0.00014407,0.0010166,0.011538,2,0.31342,0,,,
timing,177,0.0,False,2,True,False,False,False,False,False,True,0.46716,-0.0099395,0.01127,-0.16503,1,0.25522,0,,,
slow timing,177,0.0,False,3,True,True,False,False,False,False,True,0.62249,0.013566,0.0027152,0.2779,1,0.8698,0,,,
selection,177,0.0,False,2,True,False,True,False,False,True,False,0.58794,0.010935,0.011508,0.1919,10,0.1334,0,,,
slow selection,177,0.0,False,3,True,True,False,False,False,False,False,0.62872,0.015106,0.0025967,0.28965,10,0.38356,0,,,
planted 0.5,177,0.013413153777783005,False,7,True,True,True,True,True,True,False,0.76696,0.039612,0.011152,0.78291,1,0.99947,0,0.95202,0.8792,0.76375
planted 0.8,177,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.78241,0.044249,0.01107,0.79109,1,0.99965,0,0.93734,0.85004,0.71963
late slow timing,177,0.0,False,2,True,False,False,False,False,False,True,0.59345,-0.0053914,0.0023852,-0.031389,1,0.46057,0,,,
rotation,177,0.0,False,3,True,True,False,False,False,False,True,0.71819,0.0049616,0.0026154,0.19267,2,0.53569,0,,,
binary rotation,177,0.0,False,1,False,False,False,False,False,True,True,0.48439,-0.035886,0.0024073,-0.86344,2,0.00013019,0,,,
top sector,177,0.0,False,2,True,False,False,False,False,False,True,0.50291,-0.017486,0.003774,-0.14255,1,0.29232,0,,,
near benchmark,177,0.0,False,2,True,False,False,False,False,True,True,0.70345,0.00030597,0.0011524,0.024797,2,0.33003,0,,,
timing,178,0.0,False,2,True,False,False,False,False,False,True,0.5122,-0.0012568,0.011103,-0.021019,1,0.46445,0,,,
slow timing,178,0.0,False,2,True,False,False,False,False,False,True,0.47413,-0.014969,0.0023202,-0.34928,1,0.082888,0,,,
selection,178,0.0,False,2,True,False,False,False,False,False,True,0.50609,-0.0035387,0.010993,-0.063993,10,0.031862,0,,,
slow selection,178,0.0,False,4,True,True,True,False,False,False,True,0.7344,0.037209,0.0028391,0.62009,10,0.39693,0,,,
planted 0.5,178,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.63863,0.019791,0.010982,0.3629,1,0.94757,0,0.44543,0.26311,0.13809
planted 0.8,178,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.83564,0.051305,0.011082,0.95233,1,0.99999,0,0.99456,0.9799,0.945
late slow timing,178,0.0,False,2,True,False,False,False,False,False,True,0.74691,0.026933,0.0038938,0.12014,1,0.66622,0,,,
rotation,178,0.0,False,2,True,False,False,False,False,False,True,0.65928,-0.005667,0.0021294,-0.22216,2,0.067374,0,,,
binary rotation,178,0.0,False,2,True,False,False,False,False,False,True,0.62135,-0.010595,0.0042185,-0.2579,2,0.085164,0,,,
top sector,178,0.0,False,2,True,False,False,False,False,False,True,0.63909,0.014307,0.003953,0.1183,1,0.66398,0,,,
near benchmark,178,0.0,False,2,True,False,False,False,False,True,True,0.70013,-0.00017226,0.0011393,-0.012664,2,0.28811,0,,,
